c40fd3,127.0.0.1,GET,http://xintegro.local/app/user/new,1529255391,,200
9647bb,127.0.0.1,GET,http://xintegro.local/assets/images/img.jpg,1529255393,0de9ee,200
0de9ee,127.0.0.1,GET,http://xintegro.local/assets/images/img.jpg,1529255393,,404
bb573d,127.0.0.1,GET,http://xintegro.local/assets/vendors/jquery/dist/jquery.min.js,1529255393,1767d0,200
1767d0,127.0.0.1,GET,http://xintegro.local/assets/vendors/jquery/dist/jquery.min.js,1529255393,,404
14bd7f,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/css/bootstrap.min.css,1529255393,5b38d7,200
af506d,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/js/bootstrap.min.js,1529255393,040afc,200
040afc,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/js/bootstrap.min.js,1529255393,,404
5b38d7,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/css/bootstrap.min.css,1529255393,,404
2a5c60,127.0.0.1,GET,http://xintegro.local/assets/vendors/font-awesome/css/font-awesome.min.css,1529255393,33c4c5,200
33c4c5,127.0.0.1,GET,http://xintegro.local/assets/vendors/font-awesome/css/font-awesome.min.css,1529255393,,404
9761c9,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529255393,ea3d57,200
ea3d57,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529255393,,404
c098d9,127.0.0.1,GET,http://xintegro.local/assets/vendors/nprogress/nprogress.js,1529255394,d06cc2,200
d06cc2,127.0.0.1,GET,http://xintegro.local/assets/vendors/nprogress/nprogress.js,1529255395,,404
b18544,127.0.0.1,GET,http://xintegro.local/app/user/list,1529255400,,200
ceecb2,127.0.0.1,GET,http://xintegro.local/assets/images/img.jpg,1529255402,b8df78,200
4e2d57,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/css/bootstrap.min.css,1529255402,1b768e,200
1b768e,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/css/bootstrap.min.css,1529255403,,404
b8df78,127.0.0.1,GET,http://xintegro.local/assets/images/img.jpg,1529255403,,404
c3a47d,127.0.0.1,GET,http://xintegro.local/assets/vendors/jquery/dist/jquery.min.js,1529255402,67d59e,200
129ec9,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/js/bootstrap.min.js,1529255402,7c07ab,200
67d59e,127.0.0.1,GET,http://xintegro.local/assets/vendors/jquery/dist/jquery.min.js,1529255403,,404
7c07ab,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/js/bootstrap.min.js,1529255403,,404
56b8c0,127.0.0.1,GET,http://xintegro.local/assets/vendors/font-awesome/css/font-awesome.min.css,1529255402,10ed5f,200
10ed5f,127.0.0.1,GET,http://xintegro.local/assets/vendors/font-awesome/css/font-awesome.min.css,1529255403,,404
292c45,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529255403,f59bb9,200
f59bb9,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529255403,,404
ef71eb,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/js/bootstrap.min.js,1529255404,63a4b8,200
63a4b8,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/js/bootstrap.min.js,1529255405,,404
e48bd1,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529255406,5d5677,200
5d5677,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529255406,,404
7a16a3,127.0.0.1,GET,http://xintegro.local/assets/vendors/nprogress/nprogress.js,1529255407,cc92ff,200
cc92ff,127.0.0.1,GET,http://xintegro.local/assets/vendors/nprogress/nprogress.js,1529255408,,404
7cbab2,127.0.0.1,GET,http://xintegro.local/assets/vendors/jquery/dist/jquery.min.js,1529287739,fdfde6,200
d9a0fc,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/css/bootstrap.min.css,1529287739,315911,200
1cf841,127.0.0.1,GET,http://xintegro.local/assets/images/img.jpg,1529287739,4d4620,200
4d4620,127.0.0.1,GET,http://xintegro.local/assets/images/img.jpg,1529287739,,404
514220,127.0.0.1,GET,http://xintegro.local/assets/vendors/font-awesome/css/font-awesome.min.css,1529287739,8977a3,200
fdfde6,127.0.0.1,GET,http://xintegro.local/assets/vendors/jquery/dist/jquery.min.js,1529287739,,404
315911,127.0.0.1,GET,http://xintegro.local/assets/vendors/bootstrap/dist/css/bootstrap.min.css,1529287739,,404
0956df,127.0.0.1,GET,http://xintegro.local/assets/vendors/fastclick/lib/fastclick.js,1529287739,74294f,200
8977a3,127.0.0.1,GET,http://xintegro.local/assets/vendors/font-awesome/css/font-awesome.min.css,1529287740,,404
